authors,Run,BioSample,BioProject,sequence_public,collection_year,geo_loc_name_country,lat_lon,latitude,longitude,env_broad_scale,env_local_scale,env_medium,host_common_name,host_latin_name,animal_gut,dna_extraction_method,dna_extraction_amount,library_selection,platform,sequencing_platform,instrument,library_layout,datastore_filetype,sample_name,doi_publication
Figuerola_Erijman_Wall,SRR12169208,SAMN15446069,PRJNA644644,yes,2014,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_no_till_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169209,SAMN15446068,PRJNA644644,yes,2014,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_no_till_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169210,SAMN15446067,PRJNA644644,yes,2014,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_no_till_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169211,SAMN15446066,PRJNA644644,yes,2014,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_no_till_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169212,SAMN15445976,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_no_till_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169213,SAMN15445967,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_conventional_tillage_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169214,SAMN15445966,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_conventional_tillage_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Frene_Figuerola_Wall,SRR14575629,SAMN19236272,PRJNA730588,yes,2015,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575630,SAMN19236281,PRJNA730588,yes,2015,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575631,SAMN19236271,PRJNA730588,yes,2015,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575632,SAMN19236342,PRJNA730588,yes,2015,Argentina,"-34.23,-60.32",-34.23,-60.32,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575633,SAMN19236341,PRJNA730588,yes,2015,Argentina,"-34.23,-60.32",-34.23,-60.32,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575634,SAMN19236278,PRJNA730588,yes,2015,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575635,SAMN19236280,PRJNA730588,yes,2015,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575636,SAMN19236279,PRJNA730588,yes,2015,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575637,SAMN19236343,PRJNA730588,yes,2015,Argentina,"-34.23,-60.32",-34.23,-60.32,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575638,SAMN19236340,PRJNA730588,yes,2015,Argentina,"-34.23,-60.32",-34.23,-60.32,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575639,SAMN19236339,PRJNA730588,yes,2015,Argentina,"-34.23,-60.32",-34.23,-60.32,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575640,SAMN19236338,PRJNA730588,yes,2015,Argentina,"-34.23,-60.32",-34.23,-60.32,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575641,SAMN19236337,PRJNA730588,yes,2015,Argentina,"-34.23,-60.32",-34.23,-60.32,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575642,SAMN19236336,PRJNA730588,yes,2015,Argentina,"-34.23,-60.32",-34.23,-60.32,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575643,SAMN19236335,PRJNA730588,yes,2015,Argentina,"-34.23,-60.32",-34.23,-60.32,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575644,SAMN19236334,PRJNA730588,yes,2015,Argentina,"-34.23,-60.32",-34.23,-60.32,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575645,SAMN19236333,PRJNA730588,yes,2015,Argentina,"-34.23,-60.32",-34.23,-60.32,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575646,SAMN19236332,PRJNA730588,yes,2015,Argentina,"-34.23,-60.32",-34.23,-60.32,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575647,SAMN19236331,PRJNA730588,yes,2015,Argentina,"-34.23,-60.32",-34.23,-60.32,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575648,SAMN19236277,PRJNA730588,yes,2015,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575649,SAMN19236330,PRJNA730588,yes,2015,Argentina,"-34.23,-60.32",-34.23,-60.32,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575650,SAMN19236329,PRJNA730588,yes,2015,Argentina,"-34.23,-60.32",-34.23,-60.32,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575651,SAMN19236328,PRJNA730588,yes,2015,Argentina,"-34.23,-60.32",-34.23,-60.32,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575652,SAMN19236327,PRJNA730588,yes,2015,Argentina,"-34.23,-60.32",-34.23,-60.32,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575653,SAMN19236326,PRJNA730588,yes,2015,Argentina,"-34.23,-60.32",-34.23,-60.32,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575654,SAMN19236303,PRJNA730588,yes,2015,Argentina,"-33.48,-59.3",-33.48,-59.3,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575655,SAMN19236302,PRJNA730588,yes,2015,Argentina,"-33.48,-59.3",-33.48,-59.3,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575656,SAMN19236301,PRJNA730588,yes,2015,Argentina,"-33.48,-59.3",-33.48,-59.3,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575657,SAMN19236274,PRJNA730588,yes,2015,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575658,SAMN19236300,PRJNA730588,yes,2015,Argentina,"-33.48,-59.3",-33.48,-59.3,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575659,SAMN19236299,PRJNA730588,yes,2015,Argentina,"-33.48,-59.3",-33.48,-59.3,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575660,SAMN19236298,PRJNA730588,yes,2015,Argentina,"-33.48,-59.3",-33.48,-59.3,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575661,SAMN19236297,PRJNA730588,yes,2015,Argentina,"-33.48,-59.3",-33.48,-59.3,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575662,SAMN19236296,PRJNA730588,yes,2015,Argentina,"-33.48,-59.3",-33.48,-59.3,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575663,SAMN19236295,PRJNA730588,yes,2015,Argentina,"-33.48,-59.3",-33.48,-59.3,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575664,SAMN19236294,PRJNA730588,yes,2015,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575665,SAMN19236293,PRJNA730588,yes,2015,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575666,SAMN19236292,PRJNA730588,yes,2015,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575667,SAMN19236291,PRJNA730588,yes,2015,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575668,SAMN19236273,PRJNA730588,yes,2015,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575669,SAMN19236290,PRJNA730588,yes,2015,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575670,SAMN19236289,PRJNA730588,yes,2015,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575671,SAMN19236288,PRJNA730588,yes,2015,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575672,SAMN19236287,PRJNA730588,yes,2015,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575673,SAMN19236286,PRJNA730588,yes,2015,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575674,SAMN19236285,PRJNA730588,yes,2015,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575675,SAMN19236284,PRJNA730588,yes,2015,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575676,SAMN19236283,PRJNA730588,yes,2015,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575677,SAMN19236282,PRJNA730588,yes,2015,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575678,SAMN19236325,PRJNA730588,yes,2015,Argentina,"-34.23,-60.32",-34.23,-60.32,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575679,SAMN19236324,PRJNA730588,yes,2015,Argentina,"-34.23,-60.32",-34.23,-60.32,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575680,SAMN19236323,PRJNA730588,yes,2015,Argentina,"-34.23,-60.32",-34.23,-60.32,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575681,SAMN19236322,PRJNA730588,yes,2015,Argentina,"-34.23,-60.32",-34.23,-60.32,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575682,SAMN19236321,PRJNA730588,yes,2015,Argentina,"-34.23,-60.32",-34.23,-60.32,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575683,SAMN19236276,PRJNA730588,yes,2015,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575684,SAMN19236320,PRJNA730588,yes,2015,Argentina,"-34.23,-60.32",-34.23,-60.32,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575685,SAMN19236319,PRJNA730588,yes,2015,Argentina,"-33.48,-59.3",-33.48,-59.3,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575686,SAMN19236318,PRJNA730588,yes,2015,Argentina,"-33.48,-59.3",-33.48,-59.3,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575687,SAMN19236317,PRJNA730588,yes,2015,Argentina,"-33.48,-59.3",-33.48,-59.3,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575688,SAMN19236316,PRJNA730588,yes,2015,Argentina,"-33.48,-59.3",-33.48,-59.3,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575689,SAMN19236315,PRJNA730588,yes,2015,Argentina,"-33.48,-59.3",-33.48,-59.3,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575690,SAMN19236314,PRJNA730588,yes,2015,Argentina,"-33.48,-59.3",-33.48,-59.3,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14575691,SAMN19236313,PRJNA730588,yes,2015,Argentina,"-33.48,-59.3",-33.48,-59.3,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
